Fund Holdings as of,13-Aug-21,,,,,,,,,,,,,,
WMT,WAL-MART STORES INC MTN RegS,Fixed Income,0.54,149.29,"658,000.00","995,291.66","995,291.66",Consumer Cyclical,XS0202077953,5.25,28-Sep-35,-,United States,GBP,10.73
PPL,WESTERN POWER DISTRIBUTION WEST MI MTN RegS,Fixed Income,0.53,139.24,"700,000.00","987,783.98","987,783.98",Electric,XS0627336323,5.75,16-Apr-32,-,United Kingdom,GBP,8.52
VZ,VERIZON COMMUNICATIONS INC,Fixed Income,0.51,119.14,"775,000.00","944,130.40","944,130.40",Communications,XS1708168890,3.38,27-Oct-36,-,United States,GBP,12.07
EOANGR,E.ON INTERNATIONAL FINANCE BV MTN RegS,Fixed Income,0.5,166.28,"550,000.00","934,703.13","934,703.13",Electric,XS0408958683,6.75,27-Jan-39,-,Germany,GBP,11.93
EQNR,EQUINOR ASA MTN RegS,Fixed Income,0.49,148.99,"605,000.00","919,036.99","919,036.99",Owned No Guarantee,XS0416848793,6.88,11-Mar-31,-,Norway,GBP,7.59
HTHROW,BAA FUNDING LTD MTN RegS,Fixed Income,0.49,138.64,"655,000.00","915,499.19","915,499.19",Transportation,XS0383001053,6.45,10-Dec-31,-,United Kingdom,GBP,8.03
BGGRP,BG ENERGY CAPITAL PLC MTN RegS,Fixed Income,0.49,142.35,"625,000.00","913,809.15","913,809.15",Energy,XS0702029132,5,04-Nov-36,-,United Kingdom,GBP,11.36
KPN,KONINKLIJKE KPN NV MTN RegS,Fixed Income,0.47,124.74,"675,000.00","877,076.44","877,076.44",Communications,XS0451790280,5.75,17-Sep-29,-,Netherlands,GBP,6.56
HTHROW,BAA FUNDING LTD MTN RegS,Fixed Income,0.47,150,"575,000.00","870,993.34","870,993.34",Transportation,XS0625276257,5.88,13-May-41,-,United Kingdom,GBP,13.34
GSK,GLAXOSMITHKLINE CAPITAL PLC MTN RegS,Fixed Income,0.47,148.32,"575,000.00","868,772.46","868,772.46",Consumer Non-Cyclical,XS0866596975,4.25,18-Dec-45,-,United Kingdom,GBP,16.76
GSK,GLAXOSMITHKLINE CAPITAL PLC MTN RegS,Fixed Income,0.46,170.11,"500,000.00","864,264.87","864,264.87",Consumer Non-Cyclical,XS0350820931,6.38,09-Mar-39,-,United Kingdom,GBP,12.32
VOD,VODAFONE GROUP PLC MTN RegS,Fixed Income,0.45,114.42,"735,000.00","841,042.12","841,042.12",Communications,XS1472483772,3,12-Aug-56,-,United Kingdom,GBP,22.83
HTHROW,HEATHROW FUNDING LTD MTN RegS,Fixed Income,0.45,136.27,"600,000.00","839,354.96","839,354.96",Transportation,XS0987355855,4.63,31-Oct-46,-,United Kingdom,GBP,16.19
ABIBB,ANHEUSER-BUSCH INBEV NV MTN RegS,Fixed Income,0.44,111.97,"725,000.00","816,322.29","816,322.29",Consumer Non-Cyclical,BE6295395956,2.85,25-May-37,-,Belgium,GBP,12.94
CNALN,CENTRICA PLC MTN RegS,Fixed Income,0.43,154.33,"494,000.00","793,471.25","793,471.25",Natural Gas,XS0388006123,7,19-Sep-33,-,United Kingdom,GBP,8.87
VOD,VODAFONE GROUP PLC MTN RegS,Fixed Income,0.42,120.53,"650,000.00","783,720.75","783,720.75",Communications,XS1468494239,3.38,08-Aug-49,-,United Kingdom,GBP,19.2
ORAFP,FRANCE TELECOM SA MTN RegS,Fixed Income,0.42,170.05,"450,000.00","782,718.04","782,718.04",Communications,XS0562107762,5.38,22-Nov-50,-,France,GBP,17.93
EOANGR,EON INTERNATIONAL FINANCE BV MTN RegS,Fixed Income,0.41,136.51,"554,000.00","763,002.83","763,002.83",Electric,XS0147048762,6.25,03-Jun-30,-,Germany,GBP,7.23
THAMES,THAMES WATER UTIL FIN MTN RegS,Fixed Income,0.41,141.96,"519,000.00","760,033.15","760,033.15",Utility Other,XS0268693743,5.13,28-Sep-37,-,United Kingdom,GBP,11.71
AMXLMM,AMERICA MOVIL SAB DE CV,Fixed Income,0.4,134.44,"556,000.00","747,894.88","747,894.88",Communications,XS0812855277,4.38,07-Aug-41,-,Mexico,GBP,14.49
CONPLS,CONNECT PLUS M25 LTD RegS,Fixed Income,0.4,112.32,"654,241.00","741,158.93","741,158.93",Transportation,XS1857917188,2.61,31-Mar-39,-,United Kingdom,GBP,9.51
VIEFP,VEOLIA ENVIRONNEMENT MTN,Fixed Income,0.4,159.13,"450,000.00","737,848.16","737,848.16",Utility Other,FR0010535567,6.13,29-Oct-37,-,France,GBP,11.47
ENELIM,ENEL-SOCIETA PER AZIONI MTN RegS,Fixed Income,0.39,148.23,"491,000.00","731,847.23","731,847.23",Electric,XS0306647792,5.75,22-Jun-37,-,Italy,GBP,11.61
SIEGR,SIEMENS FINANCIERINGSMAATSCHAPPIJ MTN RegS,Fixed Income,0.39,142.52,"500,000.00","729,887.74","729,887.74",Capital Goods,DE000A1G85D0,3.75,10-Sep-42,-,Germany,GBP,15.49
T,AT&T INC MTN,Fixed Income,0.38,120.39,"575,000.00","715,204.89","715,204.89",Communications,XS1374392717,4.38,14-Sep-29,-,United States,GBP,6.85
SIEGR,SIEMENS FINANCIERINGSMAATSCHAPPIJ RegS,Fixed Income,0.38,101.01,"700,000.00","710,410.49","710,410.49",Capital Goods,XS2118273866,1,20-Feb-25,-,Germany,GBP,3.46
SSELN,SCOTTISH & SOUTHERN ENERGY PLC MTN RegS,Fixed Income,0.38,146.34,"465,000.00","708,872.15","708,872.15",Electric,XS0399111912,8.38,20-Nov-28,-,United Kingdom,GBP,5.77
MCFP,LVMH MOET HENNESSY LOUIS VUITTON S RegS,Fixed Income,0.38,100.69,"700,000.00","708,349.04","708,349.04",Consumer Cyclical,FR0013482858,1,11-Feb-23,-,France,GBP,1.44
HTHROW,BAA FUNDING LTD MTN RegS,Fixed Income,0.38,106.38,"650,000.00","708,155.87","708,155.87",Transportation,XS0383002291,5.22,15-Feb-23,-,United Kingdom,GBP,1.46
AAPL,APPLE INC,Fixed Income,0.37,115.92,"600,000.00","696,139.65","696,139.65",Technology,XS1269175466,3.05,31-Jul-29,-,United States,GBP,7.17
UPS,UPS OF AMERICA INC RegS,Fixed Income,0.37,172.6,"400,000.00","690,437.35","690,437.35",Transportation,XS0301197546,5.13,12-Feb-50,-,United States,GBP,18.25
TWC,TIME WARNER CABLE LLC,Fixed Income,0.37,138.07,"497,000.00","688,258.74","688,258.74",Communications,XS0798491113,5.25,15-Jul-42,-,United States,GBP,14.17
CDTFIN,CADENT FINANCE PLC MTN RegS,Fixed Income,0.37,109.35,"615,000.00","687,547.49","687,547.49",Natural Gas,XS1492681116,2.75,22-Sep-46,-,United Kingdom,GBP,18.15
GSK,GLAXOSMITHKLINE CAPITAL PLC MTN RegS,Fixed Income,0.37,100.72,"675,000.00","686,901.67","686,901.67",Consumer Non-Cyclical,XS2170601848,1.25,12-Oct-28,-,United Kingdom,GBP,6.81
EDF,ELECTRICITE DE FRANCE MTN,Fixed Income,0.37,137.66,"495,000.00","683,478.59","683,478.59",Owned No Guarantee,XS0132424614,5.88,18-Jul-31,-,France,GBP,8.08
ORSTED,DONG ENERGY A/S MTN RegS,Fixed Income,0.36,132.73,"500,000.00","677,874.87","677,874.87",Owned No Guarantee,XS0730243150,4.88,12-Jan-32,-,Denmark,GBP,8.49
AMXLMM,AMERICA MOVIL SAB DE CV,Fixed Income,0.36,132.98,"505,000.00","675,193.98","675,193.98",Communications,XS0519906761,5.75,28-Jun-30,-,Mexico,GBP,7.37
THAMES,THAMES WATER UTILITIES FINANCE PLC MTN RegS,Fixed Income,0.36,234.55,"283,000.00","671,331.41","671,331.41",Utility Other,XS1537083716,7.74,09-Apr-58,-,United Kingdom,GBP,19.69
TELEFO,TELEFONICA EMISIONES SAU MTN RegS,Fixed Income,0.36,118.07,"550,000.00","664,919.46","664,919.46",Communications,XS0241945582,5.38,02-Feb-26,-,Spain,GBP,4.03
PPL,WESTERN POWER DISTRIBUTION EAST MI MTN RegS,Fixed Income,0.35,106.43,"600,000.00","656,506.62","656,506.62",Electric,XS0627333221,5.25,17-Jan-23,-,United Kingdom,GBP,1.38
BRITEL,BRITISH TELECOMMUNICATIONS PLC RegS,Fixed Income,0.35,127.04,"500,000.00","654,837.58","654,837.58",Communications,XS0097283096,5.75,07-Dec-28,-,United Kingdom,GBP,6.12
CNALN,CENTRICA PLC MTN RegS,Fixed Income,0.35,119.62,"536,000.00","651,000.22","651,000.22",Natural Gas,XS0753789980,4.38,13-Mar-29,-,United Kingdom,GBP,6.59
HTHROW,HEATHROW FUNDING LTD MTN RegS,Fixed Income,0.35,125.87,"495,000.00","646,215.75","646,215.75",Transportation,XS0471436088,6.75,03-Dec-26,-,United Kingdom,GBP,4.54
BGGRP,BG ENERGY CAPITAL PLC MTN RegS,Fixed Income,0.35,117.97,"530,000.00","644,228.99","644,228.99",Energy,XS0564485273,5.13,01-Dec-25,-,United Kingdom,GBP,3.88
SVTLN,SEVERN TRENT UTILITIES FINANCE PLC MTN RegS,Fixed Income,0.34,111.55,"550,000.00","624,940.88","624,940.88",Utility Other,XS0875301912,3.63,16-Jan-26,-,United Kingdom,GBP,4.11
T,AT&T INC RegS,Fixed Income,0.34,122.43,"500,000.00","623,530.56","623,530.56",Communications,XS0291949120,5.5,15-Mar-27,-,United States,GBP,4.93
TWC,TIME WARNER CABLE LLC,Fixed Income,0.33,129.9,"475,000.00","622,417.18","622,417.18",Communications,XS0630584166,5.75,02-Jun-31,-,United States,GBP,7.93
CDTFIN,CADENT FINANCE PLC MTN RegS,Fixed Income,0.33,106.82,"570,000.00","622,172.78","622,172.78",Natural Gas,XS1492681033,2.63,22-Sep-38,-,United Kingdom,GBP,13.7
AMGN,AMGEN INC RegS,Fixed Income,0.33,120.02,"500,000.00","618,421.12","618,421.12",Consumer Non-Cyclical,XS0829324457,4,13-Sep-29,-,United States,GBP,6.93
CMCSA,COMCAST CORPORATION,Fixed Income,0.33,101.39,"600,000.00","613,728.45","613,728.45",Communications,XS2114853455,1.88,20-Feb-36,-,United States,GBP,12.6
MCFP,LVMH MOET HENNESSY LOUIS VUITTON S MTN RegS,Fixed Income,0.33,101.15,"600,000.00","610,312.09","610,312.09",Consumer Cyclical,FR0013482866,1.13,11-Feb-27,-,France,GBP,5.23
BRITEL,BRITISH TELECOMMUNICATIONS PLC MTN RegS,Fixed Income,0.32,150,"400,000.00","603,573.13","603,573.13",Communications,XS0306772699,6.38,23-Jun-37,-,United Kingdom,GBP,11.31
ENELIM,ENEL FINANCE INTERNATIONAL SA MTN RegS,Fixed Income,0.32,114.31,"500,000.00","599,593.20","599,593.20",Electric,XS0452188054,5.63,14-Aug-24,-,Italy,GBP,2.72
EDF,EDF SA MTN RegS,Fixed Income,0.32,145.03,"400,000.00","588,480.40","588,480.40",Owned No Guarantee,FR0011225150,5.5,27-Mar-37,-,France,GBP,11.48
CMCSA,COMCAST CORPORATION,Fixed Income,0.31,101.14,"575,000.00","585,656.64","585,656.64",Communications,XS2114853299,1.5,20-Feb-29,-,United States,GBP,7.04
CNALN,CENTRICA PLC MTN RegS,Fixed Income,0.31,133.71,"425,000.00","584,843.92","584,843.92",Natural Gas,XS0825385858,4.25,12-Sep-44,-,United Kingdom,GBP,15.63
CDTFIN,CADENT FINANCE PLC MTN RegS,Fixed Income,0.31,104.29,"550,000.00","583,989.47","583,989.47",Natural Gas,XS1492680902,2.13,22-Sep-28,-,United Kingdom,GBP,6.55
GSK,GLAXOSMITHKLINE CAPITAL PLC MTN RegS,Fixed Income,0.31,99.56,"575,000.00","574,868.73","574,868.73",Consumer Non-Cyclical,XS2170609072,1.63,12-May-35,-,United Kingdom,GBP,12.31
ORAFP,FRANCE TELECOM SA MTN RegS,Fixed Income,0.31,146.7,"375,000.00","572,328.46","572,328.46",Communications,XS0399412443,8.13,20-Nov-28,-,France,GBP,5.81
ORAFP,FRANCE TELECOM,Fixed Income,0.31,143.57,"390,000.00","572,073.46","572,073.46",Communications,FR0010039008,5.63,23-Jan-34,-,France,GBP,9.58
VZ,VERIZON COMMUNICATIONS INC MTN,Fixed Income,0.31,132.85,"420,000.00","567,625.65","567,625.65",Communications,XS1030900325,4.75,17-Feb-34,-,United States,GBP,9.9
BATSLN,BAT INTERNATIONAL FINANCE PLC MTN RegS,Fixed Income,0.31,110.89,"495,000.00","567,519.50","567,519.50",Consumer Non-Cyclical,XS0969309847,4,04-Sep-26,-,United Kingdom,GBP,4.54
WMT,WAL-MART STORES INC,Fixed Income,0.3,140.83,"400,000.00","566,769.40","566,769.40",Consumer Cyclical,XS0121617517,5.75,19-Dec-30,-,United States,GBP,7.64
VOD,VODAFONE GROUP PUBLIC LIMITED COMP MTN RegS,Fixed Income,0.3,144.01,"375,000.00","555,811.05","555,811.05",Communications,XS0158715713,5.9,26-Nov-32,-,United Kingdom,GBP,8.75
CMCSA,COMCAST CORPORATION,Fixed Income,0.29,131.85,"404,000.00","548,676.50","548,676.50",Communications,XS0562326214,5.5,23-Nov-29,-,United States,GBP,6.85
ABIBB,ANHEUSER-BUSCH INBEV SA NV MTN RegS,Fixed Income,0.29,112.54,"470,000.00","545,576.12","545,576.12",Consumer Non-Cyclical,BE6258029741,4,24-Sep-25,-,Belgium,GBP,3.77
IMBLN,IMPERIAL BRANDS FINANCE PLC MTN RegS,Fixed Income,0.29,119.6,"450,000.00","542,246.64","542,246.64",Consumer Non-Cyclical,XS1040508597,4.88,07-Jun-32,-,United Kingdom,GBP,8.65
IMBLN,IMPERIAL BRANDS FINANCE PLC MTN RegS,Fixed Income,0.29,117.05,"450,000.00","541,841.23","541,841.23",Consumer Non-Cyclical,XS0387847576,8.13,15-Mar-24,-,United Kingdom,GBP,2.39
PPL,WESTERN POWER DISTRIBUTION PLC RegS,Fixed Income,0.29,105.49,"500,000.00","541,369.51","541,369.51",Electric,XS1315962602,3.63,06-Nov-23,-,United Kingdom,GBP,2.13
THAMES,THAMES WATER UTILITIES FINANCE PLC MTN RegS,Fixed Income,0.29,153.36,"346,000.00","540,164.14","540,164.14",Utility Other,XS0590171103,5.5,11-Feb-41,-,United Kingdom,GBP,13.47
ABIBB,ANHEUSER-BUSCH INBEV NV MTN RegS,Fixed Income,0.29,106.25,"499,000.00","532,660.97","532,660.97",Consumer Non-Cyclical,BE6295393936,2.25,24-May-29,-,Belgium,GBP,7.19
GE,GENERAL ELECTRIC CO MTN RegS,Fixed Income,0.29,127.26,"403,000.00","530,550.22","530,550.22",Capital Goods,XS0229561831,4.88,18-Sep-37,-,United States,GBP,11.58
RIOLN,RIO TINTO FINANCE PLC MTN RegS,Fixed Income,0.28,121.15,"425,000.00","526,317.92","526,317.92",Basic Industry,XS0863076930,4,11-Dec-29,-,United Kingdom,GBP,7.18
ABPFIN,ABP FINANCE PLC MTN RegS,Fixed Income,0.28,122.71,"425,000.00","525,889.90","525,889.90",Transportation,XS0718981995,6.25,14-Dec-26,-,United Kingdom,GBP,4.66
SGN,SOUTHERN GAS NETWORKS PLC MTN RegS,Fixed Income,0.28,113.87,"450,000.00","525,086.44","525,086.44",Natural Gas,XS1791704932,3.1,15-Sep-36,-,United Kingdom,GBP,12.02
UKPONE,EDF ENERGY NETWORKS (SPN) PLC MTN RegS,Fixed Income,0.28,145.16,"350,000.00","524,814.10","524,814.10",Electric,XS0466149506,6.38,12-Nov-31,-,United Kingdom,GBP,7.98
TOYOTA,TOYOTA MOTOR FINANCE (NETHERLANDS) MTN RegS,Fixed Income,0.28,99.51,"525,000.00","522,673.57","522,673.57",Consumer Cyclical,XS2365671259,0.75,19-Dec-25,-,Japan,GBP,4.29
TOYOTA,TOYOTA MOTOR CREDIT CORP MTN RegS,Fixed Income,0.28,98.89,"525,000.00","522,046.88","522,046.88",Consumer Cyclical,XS2260426288,0.75,19-Nov-26,-,United States,GBP,5.15
VZ,VERIZON COMMUNICATIONS INC,Fixed Income,0.28,102.21,"500,000.00","519,472.46","519,472.46",Communications,XS2052321176,1.88,19-Sep-30,-,United States,GBP,8.22
FIS,FIDELITY NATIONAL INFORMATION SERV,Fixed Income,0.28,114.14,"451,000.00","518,250.33","518,250.33",Technology,XS1843435683,3.36,21-May-31,-,United States,GBP,8.39
SSELN,SOUTHERN ELECTRIC POWER DISTRIBUTI RegS,Fixed Income,0.28,135.82,"375,000.00","517,603.55","517,603.55",Electric,XS0244171236,4.63,20-Feb-37,-,United Kingdom,GBP,11.77
MAGAIR,MANCHESTER AIRPORT GROUP FUNDING P MTN RegS,Fixed Income,0.28,126.44,"400,000.00","512,774.76","512,774.76",Transportation,XS1032630771,4.75,31-Mar-34,-,United Kingdom,GBP,9.82
ENFP,BOUYGUES RegS,Fixed Income,0.27,122.56,"400,000.00","508,967.93","508,967.93",Capital Goods,FR0010379255,5.5,06-Oct-26,-,France,GBP,4.5
AMGN,AMGEN INC. RegS,Fixed Income,0.27,122.99,"400,000.00","506,956.38","506,956.38",Consumer Non-Cyclical,XS0710091140,5.5,07-Dec-26,-,United States,GBP,4.67
ORSTED,DONG ENERGY A/S MTN RegS,Fixed Income,0.27,163.77,"304,000.00","503,900.40","503,900.40",Owned No Guarantee,XS0499449261,5.75,09-Apr-40,-,Denmark,GBP,13.17
VW,VOLKSWAGEN INTERNATIONAL FINANCE N RegS,Fixed Income,0.27,122.38,"400,000.00","501,695.27","501,695.27",Consumer Cyclical,XS1910948592,4.13,17-Nov-31,-,Germany,GBP,8.51
SSELN,SCOTTISH AND SOUTHERN ENERGY PLC MTN RegS,Fixed Income,0.27,160.35,"300,000.00","499,068.76","499,068.76",Electric,XS0383187720,6.25,27-Aug-38,-,United Kingdom,GBP,11.73
NESNVX,NESTLE HOLDINGS INC. RegS,Fixed Income,0.27,99.71,"500,000.00","498,967.04","498,967.04",Consumer Non-Cyclical,XS2354271095,0.63,18-Dec-25,-,Switzerland,GBP,4.27
HTHROW,BAA FUNDING LTD MTN RegS,Fixed Income,0.27,113.5,"425,000.00","497,314.25","497,314.25",Transportation,XS0746068732,7.13,14-Feb-24,-,United Kingdom,GBP,2.32
SVTLN,SEVERN TRENT UTILITIES FINANCE PLC MTN RegS,Fixed Income,0.27,150.21,"325,000.00","496,910.60","496,910.60",Utility Other,XS0735781675,4.88,24-Jan-42,-,United Kingdom,GBP,14.35
T,AT&T INC,Fixed Income,0.27,108.2,"450,000.00","495,900.01","495,900.01",Communications,XS1879223565,2.9,04-Dec-26,-,United States,GBP,4.76
GSK,GLAXOSMITHKLINE CAPITAL PLC MTN RegS,Fixed Income,0.27,114.21,"425,000.00","494,675.36","494,675.36",Consumer Non-Cyclical,XS0866588527,3.38,20-Dec-27,-,United Kingdom,GBP,5.74
AMXLMM,AMERICA MOVIL SAB DE CV,Fixed Income,0.26,118.68,"400,000.00","490,593.85","490,593.85",Communications,XS0699618350,5,27-Oct-26,-,Mexico,GBP,4.6
WTBLN,WHITBREAD GROUP PLC RegS,Fixed Income,0.26,105.85,"450,000.00","488,853.49","488,853.49",Consumer Cyclical,XS1235295539,3.38,16-Oct-25,-,United Kingdom,GBP,3.7
BHP,BHP BILLITON FINANCE LTD RegS,Fixed Income,0.26,106.48,"436,000.00","487,146.09","487,146.09",Basic Industry,XS1309437215,6.5,22-Oct-77,-,Australia,GBP,1.14
AAPL,APPLE INC,Fixed Income,0.26,138.99,"350,000.00","486,917.67","486,917.67",Technology,XS1269176191,3.6,31-Jul-42,-,United States,GBP,15.75
HTHROW,HEATHROW FUNDING LTD MTN RegS,Fixed Income,0.26,104.83,"450,000.00","482,041.35","482,041.35",Transportation,XS2243322976,2.75,13-Oct-29,-,United Kingdom,GBP,7.19
IBESM,IBERDROLA FINANZAS SAU MTN RegS,Fixed Income,0.26,116.05,"400,000.00","480,026.26","480,026.26",Electric,XS0410370919,7.38,29-Jan-24,-,Spain,GBP,2.28
BRLEAAD,BLK ICS STER LEAF AGENCY DIST,Money Market,0.26,100.01,"4,767.00","476,733.91","476,733.91",Cash and/or Derivatives,IE00BK8M8R05,0.05,-,-,Ireland,GBP,0.15
UU,UNITED UTILITIES WATER FINANCE PLC MTN RegS,Fixed Income,0.25,104.1,"450,000.00","472,883.77","472,883.77",Utility Other,XS1769818227,2,14-Feb-25,-,United Kingdom,GBP,3.22
IHGLN,INTERCONTINENTAL HOTELS GROUP PLC MTN RegS,Fixed Income,0.25,108.39,"425,000.00","472,795.68","472,795.68",Consumer Cyclical,XS2240494711,3.38,08-Oct-28,-,United Kingdom,GBP,6.23
NWGLN,NORTHUMBRIAN WATER FINANCE PLC RegS,Fixed Income,0.25,154.74,"300,000.00","472,740.63","472,740.63",Utility Other,XS0733486848,5.13,23-Jan-42,-,United Kingdom,GBP,14.23
APAAU,APT PIPELINES LTD MTN RegS,Fixed Income,0.25,112.51,"414,000.00","471,493.43","471,493.43",Natural Gas,XS1205617829,3.5,22-Mar-30,-,Australia,GBP,7.53
BMW,BMW FINANCE NV MTN RegS,Fixed Income,0.25,100.47,"465,000.00","471,241.50","471,241.50",Consumer Cyclical,XS1473527437,0.88,16-Aug-22,-,Germany,GBP,1
BMW,BMW INTERNATIONAL INVESTMENT BV MTN RegS,Fixed Income,0.25,102.67,"450,000.00","469,796.48","469,796.48",Consumer Cyclical,XS1878191482,1.88,11-Sep-23,-,Germany,GBP,2.02
ORAFP,ORANGE SA MTN RegS,Fixed Income,0.25,114.99,"400,000.00","467,442.89","467,442.89",Communications,FR0013396538,3.25,15-Jan-32,-,France,GBP,8.83
TSCOLN,TESCO CORPORATE TREASURY SERVICES MTN RegS,Fixed Income,0.25,107.63,"425,000.00","460,888.23","460,888.23",Consumer Non-Cyclical,XS2163089563,2.75,27-Apr-30,-,United Kingdom,GBP,7.73
WMT,WALMART STORES INC RegS,Fixed Income,0.25,152.83,"300,000.00","459,457.20","459,457.20",Consumer Cyclical,XS0279211832,4.88,19-Jan-39,-,United States,GBP,12.95
GLENLN,GLENCORE FINANCE (EUROPE) LTD MTN RegS,Fixed Income,0.25,106.76,"425,000.00","458,804.76","458,804.76",Basic Industry,XS1968703345,3.13,26-Mar-26,-,Switzerland,GBP,4.17
BATSLN,BAT INTERNATIONAL FINANCE PLC MTN RegS,Fixed Income,0.25,101.08,"450,000.00","456,177.24","456,177.24",Consumer Non-Cyclical,XS2197683894,2.25,26-Jun-28,-,United Kingdom,GBP,6.34
BHP,BHP BILLITON FINANCE LTD MTN RegS,Fixed Income,0.25,107.82,"412,000.00","456,050.64","456,050.64",Basic Industry,XS0834399635,3.25,25-Sep-24,-,Australia,GBP,2.94
VZ,VERIZON COMMUNICATIONS INC,Fixed Income,0.24,98.58,"450,000.00","450,158.75","450,158.75",Communications,XS2251337601,1.88,03-Nov-38,-,United States,GBP,14.48
THAMES,THAMES WATER UTILITIES FINANCE PLC MTN RegS,Fixed Income,0.24,127.83,"350,000.00","449,115.34","449,115.34",Utility Other,XS0800185174,4.38,03-Jul-34,-,United Kingdom,GBP,10.37
SWSFIN,SOUTHERN WATER SERVICES FINANCE LT MTN RegS,Fixed Income,0.24,111.33,"400,000.00","447,868.95","447,868.95",Utility Other,XS2180916871,3,28-May-37,-,United Kingdom,GBP,12.81
BATSLN,BAT INTERNATIONAL FINANCE PLC MTN RegS,Fixed Income,0.24,132.97,"325,000.00","446,147.13","446,147.13",Consumer Non-Cyclical,XS0468426266,6,24-Nov-34,-,United Kingdom,GBP,9.68
